"SENTENCES","LABELS"
"Polytheen me hawa bharkr fodna bhi mna h kya... Supreme Court","Hindi"
"Ussne bhaideye se kha ki abhi-abhi ek khargosh ko maine ess drum mein ghooste huye dekha hai.","Hindi"
"RT @superbecio: How to detect and void memory and resources leaks http://bit.ly/3XSQ0M","English"
"Hindu Hoon main Na Musalman","Hindi"
"Kalo niat ada tp kurang tulus gmn? RT @inatsara: Iii waw!! Asik jg ngerjain tgs estetika kalo pake niat yg tulus..","English"
"There is power in the Holy Spirit.... Ask God to fill you with it!!!!!!!!!","English"
"Get 500 followers a day using http://tiny.cc/qau6W . Its super fast!","English"
"Hum Dono Mein","Hindi"
"Hey Maine Kasam Li","Hindi"
"Ye chote phaisale lene se kuch nahi hoga @PMOIndia @narendramodi  Lena hai to strong action lo nahi to chod do.","Hindi"
"Sirf #JemimaKhan ya aur bhi kuch jis ki parda daari hy? Supreme Court","Hindi"
"I want to go to the beach.","English"
"Rapisto ko sab ke samne mar kyu nahi diya jata esa karoge tabhi rape kam ho jayege","Hindi"
"You want the birds to come to you......","English"
"Some love makes you helpless Some love makes you strong Some love makes you do right and Some love makes you do wrong","English"
"I'm bout to pass out. I'm mad sleepy.","English"
"RT @irishelection Exchequer figures out - deficit is ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬23bn http://is.gd/4M6XS Facing 2003 budget revenue. <-- Can we have 2003 prosperity?","English"
"Umm sakoon aa gaya darbariyon ko ab? Haneef Abbasi, Ab AAP chuloo bhar paani main doob sakte hain  Supreme Court","Hindi"
"Haan, #Virat ko nikal ke #Dhoni ko captain bana do, jab India haaregi na tab tum samjhoge","Hindi"
"It's bloody raining and I have to cycle to college. Not such a good day after all.","English"
"Just like Obama himself, the Portuguese water dog Ted Kennedy gave... http://tinyurl.com/yhbr2y9","English"
"http://itweetu.com/VXLOU/ Making #money on google is still easy, as i been doing well my self","English"
"Hum Aur Tum Tum Aur Hum","Hindi"
"Jurors are TweetingÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ Legal Marketers ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ItÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Time To Lead The Way For Our Industry http://is.gd/nVLE","English"
"Maglilinis ako ng bahay baka sakali matuwa sakin si mommy. hahahaha!","English"
"trick or treating at the mall today; ZOO! last year we had left-overs, this year we ran out!","English"
"Halloween spirit on the water-- @hherbeck kayaking the Columbia Gorge http://bit.ly/2BOPVv #pdxpics #halloween","English"
"Maakiyon ki doorgatti aur moorkhta dekh kar vyaapari bola - jo log jeebh kay","Hindi"
"YE BIK GAYI HAI Supreme Court .AB SUPREME COURT ME KUCHH NAHI BACHA","Hindi"
"i need to study, heaps...but my mind is all over the place & i can't concentrate.","English"
"RT @Knice09 #loosemynumber if someone gave u my number i dont know u lmao","English"
"Que jue primate?? :S RT @Oscar_Azacon: que mal tripeo =(","English"
"RT @RantingRemnant RT @bbcworld: Ford announces profits of almost $1bn between July and September http://bit.ly/2T0DMU","English"
"usake ghar kee aarthik sthiti theek nahin thee.","Hindi"
"I tried to learn how to play ""You & Me"" - Dave Matthews Band in my acoustic guitar & I...SUCKED!! I soO need to start taking lessons! lol","English"
"Is saal #IPL mai #MI ke sath #Jio users ki , #KKR ke sath #SRK fans ki dua hai and #RCB ke sath banks ki baddua hai. #RCBvKKR","Hindi"
"Foreign Affairs Features Article - Know Thine Enemy: Why The... http://bit.ly/4lUtYY #postrank #library","English"
"watch http://onepieceepisode.blogspot.com/2008/07/contact.html on One Piece Episodes Collection","English"
"Ge Ge Geli Zara Timbaktu Kathamandu","Hindi"
"Lmaoooo!!!RT @kimmdotjay: @PRETTiSTUCKUP yayyy lol","English"
"RT @ConserValidity: Why do ignorant Progressive Liberals believe Obama/Pelosi Care= reform?Do they know it has nothing to do w/ Health Care?","English"
"Why Stories are an Effective Communication Tool for Your Blog: As I write this it is the first Tuesday morning of a ... http://bit.ly/10VFgc","English"
"My brain been sleeping this whole semester..wake me up when its time to walk. Thank you.","English"
"ready 2 c da falcons get dat asss tapped","English"
"Sir hum Kab se Keh rhe h #Kejriwal ko akele #Pakistan bhej do #surgicalstrike ho jayegi.. Pata toh chale hum Kya jhel rhe h","Hindi"
"I need to be able to set my DVR mobile style","English"
"kpop lover must watch!! http://bit.ly/Dzlh1 keren bgt mixingnaaaaa...pengen bs bgitu","English"
"They are talking of joining nationalist and republic of texas groups. aren't these contradictory goals??","English"
"talking with some peple on myspace while watching tv and eating popcorns:) how's everyone doing?","English"
"I need to be able to block certain sites on the internet when I'm trying to do homework because 30mins later I've barely made a dent.","English"
"Jab se #Jio aaya hai, internet pe chutiya bhaari matra me badh gae hai.","Hindi"
"x- factor no TT? saga nova?! magneto voltou da 5014879 morte/desaperecimento/tentativadedominaromundo?!","English"
"Yaar ajeeb aadmi ho karnataka me itne rape hue wo kya rape nahi the, agar rape bhi rajneeti ke liye use karte ho to bada dard hota hai, sirf bjp shashit rajyo me hua to mudda hai aur tweet karo varna...Sharm karo is rajneeti per...Sabke baal bachhe hai...","Hindi"
"The 'Baazigar' of Int'l #badminton championships..#PVSindhu , u truly know haar kar kaise jeeta jata hai..","Hindi"
"Par weh mann he mann hansa ki bhala yeh chotta sa chuha mera upkaar kya chukayega.","Hindi"
"Pandora on my phone","English"
"listening to 'Settle For My Love' by Musiq @imeem http://x.imeem.com/bXsErt-G9J","English"
"Waqt ka Ahtiram Hamaray Supreme Court main bhi Nai.. 2 Bajay faisala sonanay ka bol kar abhi tak","Hindi"
"no sÃƒÆ’Ã‚Â© pero me siento como mal :S tengo algo raro... como tristeza :S no quiero ir por allÃƒÆ’Ã‚Â¡ quisiera estar con mis amigas :(","English"
"Jaane kahan kab kisi ko Kisi se pyar ho jaaye","Hindi"
"tabhee ek makkhee aaee aur raaja kee chhaatee par aakar baith gayee.","Hindi"
"Khwaja Asif, daro uss din se jab Allah na kare tumhari family mei kisi ko yee marz hojaye. Begherat ghatiya aadmi","Hindi"
"So, my wife likes football, and the game is on. The boy complains saying ""haven't we watched this show already"" FTW!!","English"
"RT @deshawnsnow: God built us for community. He did not build us to handle things on our own.<---say what!!!","English"
"I think my wife and I are addicted to education. #sick","English"
"oh my god I'm the dumbest person ever.","English"
"Hum The Who Thi","Hindi"
"halloween was so fun! but my head hurts and i have to do all my iliad hw before noon. then work. ugh.","English"
"Itna kahkar bandar nay roti kay bachay huay dono tukday apne muh mein bhar leyay aur billiyon ko wahan say bhaga diya.","Hindi"
"Is baar hum #Diwali thodi alag aur hatke manayenge ! Bolo yeh idea kaisa hai ? Kuch Daag ache hote hai !","Hindi"
"Wish my iPhone would get cable. Lol. I wanna go chill by the pool but am into this show. And I DO need to hit the gym today.","English"
"It's time to drink your homework, kids...The Great Porter and Pilsner Showdown: http://tiny.cc/EXFf9","English"
"Sach hamesha sur khuru hota hai aur jhoot kee hamesha haar hotee hai. Supreme Court #ImranKhan #PTI","Hindi"
"Kesenangannya sudah berakhir. . . Dadah SOULNATION, see you next year =)","English"
"Ye Banda Aj Bhut Khush Hoga  #SiddiqueBaloch #NA154 Supreme Court pic.twitter.com/BXSECuxXDF","Hindi"
"Think I will go to Charleston Falls Tuesday for my daily walk!!","English"
"got promoted to level 4 in #TribesWar http://bit.ly/tSSOm","English"
"Wah re Sanghi china k sath jhula jhule Modi pak mein cake khaye Modi ji aur Aarop congrs par  Supreme Court https://twitter.com/hujodaddy1/status/900623025309065216Ã‚Â Ã¢â‚¬Â¦","Hindi"
"I am so sad that its is monday, and that halloween is over! but now I can start planning christmas! yay","English"
"Robin Beale, Convicted Felon, Paid Millions In AIDS Contract ... http://bit.ly/4ap1Yb","English"
"Halloween candy buy back: Naples Dentist helps troops! http://bit.ly/3b8PAR We should all do this! Plz RT","English"
"I subscribed to AutolineDetroit's channel on YouTube http://bit.ly/SjOmV via http://retweet.com","English"
"If you want to get alot of followers check out http://yumurl.com/dQB47r .","English"
"Subscribed to XanoDesigns http://ff.im/-aP8fQ","English"
"Modi brand #SurgicalStrike! Pakistan ki Int se Int bajaate hue sanghi bhakts. pic.twitter.com/yGHbxVAvBr","Hindi"
"free data ke chakkar me mobile number aur aadhar card dene waale #RightToPrivacy pe pel rahe hain. Utter Bakchodi.","Hindi"
"Naqli note ke liye #NoteBandi ho sakti hai to naqli vote ke liye #EVMBandi kyo nahi.","Hindi"
"Holi Ayee re","Hindi"
"He Jhoome re Jhoome Dil Mera","Hindi"
"lekin kabhee apane aap par se vishvaas na kho na, kabhee haar na maanana .","Hindi"
"Hey Chor Ko Pakado","Hindi"
"Watching the #saints and Falcons. Brees and #saints offence are just too good..","English"
"Oh God can&#39;t believe it got great news today, Ronnies woke up knew his family doing good.Doctors can&#39;t believe it......","English"
"I love you adam","English"
"RT @muggystreetz: This dude a mutant maaaaan.....I b feelin like mutant at times....n a genie","English"
"RealClimate: El Nino, Global Warming, and Anomalous U.S. Winter Warmth http://tinyurl.com/ydm4ot7","English"
"Up and at em tweeple, on my way to the church house to get the word in. I need the lord to get my thru thursday!","English"
"uss din sher ko samajh aaya ki kissi bhi prani ki kabliyaat usske bahari roop se nahi karni chaiye aur kabhi chotte- bade ka bhaidbhav nahi karna chaiye.","Hindi"
"my life sucks i did nothing fo Halloween and people keep pissin' mi off","English"
"RT @tweetmeme WinMacSofts Ãƒâ€šÃ‚Â» Asus lance les premiÃƒÆ’Ã‚Â¨res carte mÃƒÆ’Ã‚Â¨res avec USB 3.0 http://bit.ly/oQQ6L","English"
"IS TEXTING MY HONEY ;-)","English"
"Sher apni sahyata ke liye jor-jor se dahaad marne laga.","Hindi"
"Why does India dosent follow the advertiesments they show on TV!!!Guests are god???????","English"
"Tumhare ban se Supreme Court sehmat nahi isliye ban hatao","Hindi"
"Hum Ko Mohabbat Ho Gyee hai","Hindi"
"how can one person be inlove with another person when they dont know you exsits.","English"
"srilankan coach: aur tum 11 phir bhi rone jisi surat kyu banayi huyi thi.","Hindi"
"gazab ki @INCIndia .. #GST laagu hua, vo @BJP4India ne kiya.. jo rates badhe hue hai..vo @narendramodi ne badhae..aur ab jab deduction hua to @OfficeOfRG ne kiya! mtlb had hai @sardesairajdeep","Hindi"
"i want to get the flu.","English"
"Sari baat sunkar bandar ek taraju le kar aaya aur dono tukaday ek-ek paldhay mein rakh deeyay.","Hindi"
"R.I.P. MIKE BECK...my condolences to the whole...HeavyBank Crew....","English"
"I don't really understand why people apologise for not tweeting. It's not like you've commited a crime or anything?","English"
"Gumsum Si Khoi Khoi","Hindi"
"Well, I shall be off now, as it's 5.40pm--time to get my dinner! Until we tweet again, stay safe, keep well and be good! ;)","English"
"RT @louiegiglio God wants worshipers before workers; indeed the only acceptable workers are those who have learned the lost art of worship.","English"
"Lagta hai @AamAadmiParty K treasury khali hogaya #Notebandi se, Iss liye tho Raghu Ramrajan ko amantrana diya https://twitter.com/EconomicTimes/status/928219191957643264Ã‚Â Ã¢â‚¬Â¦","Hindi"
"Oye khattar hai ya khatara? Uth ja ab.. Kitney rape karwaega.. Wake up.. Yogi se seekho kuch.. Mard bano.. Faisley lo sakht se sakht.. Nahi to vahi manhoos hudda aa jayega vapis..","Hindi"
"Sorry my I needed to vent and I can't scream here at work.","English"
"I can't forget about my heart and how it felt to fall for you right from the start ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥","English"
"RT @Editor_N_Chief @iAndreaRenee just gettin home -- dang lol did u have fun?","English"
"I feel like I have no life... just sitting watching some tv. i feel like i have no idea what time it is.","English"
"Whos going to BBC 1xtra LIVE?","English"
"jab ham kisee kaam ko karane mein poore man se lag jaate hain to saaree kaayanaat hamaree sahaayata karane mein lag jaatee hai .","Hindi"
"Too lazy to do my printmaking so I'll spnd the next hour doing nothing. Awesome !","English"
"lol so odd, but amazing RT @edwinland: day two #roidweek favorite: http://bit.ly/4ilq3f #polaroid","English"
"not sure what happened at the gas station at the end of the road, but it required two cop cars, a firetruck, a tow truck, and a *backhoe*","English"
"usake man mein vichaar aaya kisee bade shahar mein jaakar naukaree kare .","Hindi"
"I don't even know if i want either of them..but joey and tyler want me to choose..","English"
"yea my fone iz a DUBB","English"
"Now, this is what a fall day should look and feel like!","English"
"http://twitpic.com/ntofo - TODOS ELLOS EN ESTE GRAN LIBRO.","English"
"geo udah u jay ?wkwkk RT @karldjaw: nithing ti di it ill !!","English"
"RT @JIDF: #Facebook's New #Privacy Policy: Every Step You Take, Facebook Will Be Watching You http://is.gd/4JXum","English"
"Sher ne chuhe ka bahaut dhanyawad kiya.","Hindi"
"sick.. and only a tweet from @patkSTEREOS would make my day and make me feel somewhat better. i love you pat! -xoÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ (tweet back?)","English"
"Salvador Dali ÃƒÆ’Ã‚Â© um bom nome.","English"
"Yogi ji Swamy ji se mile Ram mandir ke mudde ko lekar. Jai ho. Supreme Court https://twitter.com/Swamy39/status/844074987086630912Ã‚Â Ã¢â‚¬Â¦","Hindi"
"Pure saal AC room me rah kar Ozone ki aisi-taisi krnewale diwali pe apni gyan ko apne pichhwade me hi rakhe Supreme Court #HappyDiwali","Hindi"
"QuÃƒÆ’Ã‚Â©.esEmpieza el baile de asientos en la FÃƒÆ’Ã‚Â³rmula 1La VanguardiaEl alemÃƒÆ’Ã‚Â¡n Sebastian Vettel y el australiano Mark.. http://bit.ly/2QtLTx","English"
"Hay Re Hay Re Ye Dil Mera","Hindi"
"SENTENCES","LABELS"
"par ab lakshy ke jeevan ka lakshy tha .","Hindi"
"RT @balkandishlex if you're not watching Community, you should be. Here's why Batman can't enjoy halloween. http://bit.ly/D9BEj","English"
"Just spent two hours taking photos of boyfriend in bathroom so he has a ""headshot"" for his interview for the Charmin Bathroom Attendant job.","English"
"U just don't sleep do u?! RT @YDBeatz: Knowledge talks, wisdom listens","English"
"Na talwar ki dhar,na goliyon ki bouchaar, bowler dartaa hai to bas Viru ke Chakko/Choukko ki maar se. Viru 295* #SRT tu 6 nahi marega","Hindi"
"just to make sure you read it.. woeps","English"
"I know I'm a late comer to it, but video editing is kind of fun. Got a cool youtube tutorial for pilot types around the bend. #aviation","English"
"Wow, 3 hours early for work..going back to my other ""office"". Oh my torture.","English"
"Sir bjp valo ki to baat hi alag Hai ek minute  me desh ko lute kar garib kar dete Hai #notebandi","Hindi"
"oba, novembro chegou *-*","English"
"InDueTime..Prayer is my sanity..and God is my Healer!","English"
"Itna badlav kaise aa gaya , Lagta hai @DrKumarVishwas  ki baat ka asar h.Ye wahi party hai jo #surgicalStrike pe bhi saboot maang rahi thi.","Hindi"
"jab bandar ne us makkhee ko baitha dekha to usane use udaane ka prayaas kiya.","Hindi"
"just got done getting ready for school. waiting for boots to finsih. i swear he take the longest","English"
"RT @eBayBestDeals -eBay Daily Deals: Save: 50%! Only $5.00 - MSRP: $9.99 - Dr. Seuss Cat In The Hat 3 Piece Mealt.. http://bit.ly/UFHgC","English"
"Is at home. Was out & about swallowing the curved sword for the public as ""Captain Cutless"" (Dan Meyer) ... http://lnk.ms/2sCP8","English"
"RT:@alana44 WOW: Breaking: East Valley Tribune to shut down Dec. 31 http://bit.ly/2HqIao","English"
"RT @BieberSquad: http://twitpic.com/nxheq - oooohhh i cant wait to get this poster :)","English"
"Haye Rama Haye Rama","Hindi"
"Free Personalized Song For SIERRA http://bit.ly/2PrgDZ from ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â« @MyTunez.biz (http://www.mytunez.biz) #musicmonday #kids #music","English"
"No, I don't want anything else. That's why I didn't order it - me in relation to Popeye's offering you more for more $","English"
"RT@ YungHaze JENKINS IS NOW A #BASICBITCH .IF HE MISS ONE MO PASS HE WILL BE CLASSIFIED WITH @THEREALYUNGBERG AND HIS CHAINS SNATCHING<agree","English"
"Kalakka Povathu Yaaru Junior - 01-11-2009 - Kalakka Povathu Yaaru Junior - Vijay Tv Shows - Part 1: Video: Kala.. http://bit.ly/bwYXY","English"
"vening everyone! Wow Im tired today! Hope everyone has had a great day :)","English"
"RT@fiaaliffia wahaha fia doanya ckck","English"
"LOL! RT @Aimleslydreamin maybe he fell asleep on plane and the stewardesses r all taking pics next to him sleeping or jus too cute to wake","English"
"Why am I up so early?","English"
"Use apni naani yyaad aagayi.","Hindi"
"Gracias @eseMendiola @Tangamandapio @ILDUX por el RT, =)","English"
"RT @andyramosgil Vaya sentencia http://bit.ly/2W6UOx El juez confunde ""copia privada"" con ""copia de seguridad""...","English"
"Rebekka, Frederiksberg, DK has given loan amount of 1125 to Akoua Damali, LomÃƒÆ’Ã‚Â©, Togo. Reason: To buy generic drugs","English"
"worried about my dad. His coughs are getting louder and worse by the, ahem, cough.","English"
"Tere maathe ke kumkum ko Main tilak laga ke ghoomuga Teri baali ki chhun chhun ko Main dil se laga ke jhoomunga.","Hindi"
"Hum Chup hai","Hindi"
"If I have resistance to something, it means there's something wrong. The resistance to me is a sign of fear. Bi ... http://lnk.ms/4Htrv","English"
"just voted ""KIM HYUNG JUN OPPA"" on ""ss501"" vote too ÃƒÂ¢Ã…Â¾Ã¢â‚¬Â http://bit.ly/10HGch","English"
"Serra Presidente: http://bit.ly/2pr5J0","English"
"jum my sister went & left me alone watching #BOO :(","English"
"Now he wanna kiss me thru the phone n shit cuz the sports wave dried up....lol...I wish I get paid 4 knowin this nigga so well","English"
"Ye chor jhute moulana bs fatwa hi dete h, hakikat se inka wasta hi nhi, akhir jo shi tha Supreme Court ne usi k haq me faisla diya..","Hindi"
"Listening to Blood On Your Hands ÃƒÂ¢Ã¢â€žÂ¢Ã‚Âª Arch Enemy http://bit.ly/vxTeZ","English"
"Kya india me jobs milne lagi he,mehngayi kam ho gyi he,rape bandh ho gye he to fir pakistan pe behas kyo????aap mudde bhatka rhe he sir @News18India @awasthis","Hindi"
"Mas de US $4.000 para Linux Mint http://bit.ly/1qOrtE","English"
"Kiske Mann ki baat??? #MannKiBaat  mein bhi apni Party ki baat karke nikal lete ho... Kaam ki baat toh karte hi nahi...acha itna hi bata dena ki apki party ke kis minister ne @rahulkanwal ko call kar aapke khilaf bolne se mana kiya... #WhoCalledRahulKanwal ? #ConclaveEast17","Hindi"
"RT @rejecteddem0 Twilight needs to fucking die already. kthxbai.i second this true that yo.","English"
"My inspired idea of chocolate ice cream and cones went down very well at our status report meeting. Last day having my own office...*sigh*","English"
"not looking forward to six hour shift. nopenopenope","English"
"Samay bitatta gaya aur ek din hamesha ki tarah sher shikar ki talash mein jungle mein ghoom raha tha ki ek shikari ne usse chalaki se apne jaal mein pakad liya.","Hindi"
"When's ""Feel It"" from Three 6 and Tiesto coming out? I need this track more than I need oxygen.","English"
"mini tutorial on Box2D http://bit.ly/lsZBz","English"
"The speaker has spoken! RT @newtgingrich: Helpful: use the Twitter hashtag #votefraud if you see any irregularity today at the polls #tcot","English"
"I have found signal in my class, they need to stop blocking it haha","English"
"kab tak Hamare Jawan Saheed Hote Rahenge... @rajnathsingh @PMOIndia @HMO..... Sabak Sikhane Ka Time Ab Aa gya Hai...""Ye Dil Mange More"" #SurgicalStrikes","Hindi"
"on my way hooome http://myloc.me/1i67B","English"
"rt @RevRunWisdom Stress is an ignorant state,, it believes everythings an emergency","English"
"Is following @jnack and you should too ( If you are involved in the creative aspects of digital design)","English"
"Read a candid interview with Jay Leno considering the controversial move to 10pm. It was actually quite interesting. http://bit.ly/1uFygU","English"
"Idem RT @Editoranovitas Eu ainda quero entender esse ÃƒÆ’Ã‚Â­mÃƒÆ’Ã‚Â£poderoso dolixo e da cultura inÃƒÆ’Ã‚Âºtil.","English"
"just threw up . . layinq down prolly asleep.","English"
"I really should go to bed but I am so tired I can't sleep....","English"
"Today I want to see","English"
"Na chocolate khaane k paise, Bitcoin toh door ki baat hai..bahut door","Hindi"
"I hate homework","English"
"RT @Radio_Nanduti: Despiden a Conductora de TelevisiÃƒÆ’Ã‚Â³n por poseer un Sex Shop http://bit.ly/3l2Q53 | #Hipocresia #puritanismo","English"
"Lele yaar mere se poora subsidy lele.... May mango man, madir ka ghanta hoon, aah bajale, jitna chahe tooh bajale... #GST aur #Aadhar thook.","Hindi"
"You cannot trust God too much, nor trust yourself too little. Spurgeon","English"
"RT @billboardglenn: Paper Sheds New Light On Music Listening Habits http://bit.ly/Iodqq","English"
"The Dream Walking on the Moon remix feat Hollyceasar and Kanye West at www.myspace.com/hollyceasar Beyonce Ego Remix at myspace page also.","English"
"N.C. State still looks for answers - WRALSportsFan.com http://bit.ly/37DJlo","English"
"hates waking up and still being sick, I sound like an old man with a severe case of asthma","English"
"Halloween Screening: THE FOG...one of the classic final shots. Still very effective...and everyone's hair is fanTAStiiiiic!","English"
"Good morning and happy Monday! Hope people are enjoying that extra hour ;) ... before we all get used to it that is","English"
"I feel its the only way to be, Most people wake up trying to be ruff,rugged & raw... Its like u wanna be a super thug over pancakes? Lmao","English"
"Lichte premiestijging Z en Z http://bit.ly/3DXwoH","English"
"Just seen the Sister, Sister Episode when @Tahj_Mowry was Tia &Tamera's tutor..lol","English"
"Hum jab Honge Saath Sal ke","Hindi"
"We are in 24 lists now http://twitter.com/OhNuts/lists/memberships Add us to your list now & you can win Candy","English"
"I don't find Kate from Jon and Kate Plus Eight sincere at all.","English"
"Khushi ka din hai Supreme Court pic.twitter.com/XCTxwGnQ5L","Hindi"
"Ye dhuaan kahan se uthta hai? Supreme Court #ImranKhanhttps://twitter.com/rabiaanumm/status/941621316431511552Ã‚Â Ã¢â‚¬Â¦","Hindi"
"Ye Shaheen Afridi Jitne Run Bana Ke Gya Hai, Harqatoon Se Shahid Afridi Hi Lag Rha Hai. Iski Jaanch Honi Chahiye.  #INDvPAK #IndvsPak #PakvInd #PakVsIND #U19CWC","Hindi"
"Hua Kya Agar Tu Zara Bevafa","Hindi"
"RT @Loubird33: RT @fisherprice24: @joaryboo came to the rescue Always there wen I need her> hmmmm < Im not even gonna talk about u louis","English"
"RT @Neg10540: Hope y'all had a greatMon MJ fans.Hope we all had MJ in our hearts while we were out &about. L.O.V.E. (I think of him nonstop)","English"
"Jiss dinn #MannKiBaat kuch ukhaad le, uss dinn tweet Karna.","Hindi"
"Sirilaksana rushing to finish now. Lots of slides !!! #2009thaiupdate","English"
"Samjhu kaise koi samjhaye..Dil kya kare jab kisi se","Hindi"
"The Big Read | National Endowment for the Arts http://tinyurl.com/yzxuj8o","English"
"Great Gift Idea! Future Nuclear Power Plant Worker: Please vist my gallery zaz.. http://bit.ly/3qYwcm #gifts #hipgifts","English"
"Koi na shyad centre finance ministers/state finance ministers ko bhi bol do to vo bhi na kar paaye.#GST","Hindi"
"was really disappointed to the season end of Entourage...in fact it was boarderline cheese..","English"
"UK blew this one, but I will like Morgan Newton as our future quarterback...","English"
"Sarkar is mudde k piche #justiceloya or supreme court k mudde ko dabana chahiti he sir g","Hindi"
"got dinner tossed into the crockpot before i left for work. win!","English"
"i text my mom asking if i was weird and she says where. haha","English"
"Sexy Blau-weiss Korsett: sexy spielen im mein schon Korsett ... hart Nippels ziehen.. http://url4.eu/ggEn","English"
"THANK GOD! MY GRANNY OK ^__^","English"
"Gente ate q o Halloween em Lisboa e animadinho...mil pessoas nas ruas","English"
"Hum Bewafa hargij Na The","Hindi"
"ughhh.. I wanted to talk to youuu.","English"
"I'm worried by the number of people who seem not to be attending their appointments today. Must be the lousy weather.","English"
"Just had breakfast: the hotel only serves eggs: scrambled or fried. I wonder what they give customers allergic to eggs?","English"
"Jigoku level 1 ludeeesss....... Hahahahahah http://pic.gd/57fb0f","English"
"RT @__noodle had an old country moment adding more cabbage to the soup to stretch it a ""little farther.""","English"
"smokin a black, listenin to Lil Wayne ""Single"" of No Ceiling..RT me if ya single","English"
"i believe @acluxton & @bcluxton are RT @johntmeyer: I need to know if you're a @NHL fan & any others on Twitter who have favorite @NHL team?","English"
"Waqar bhai mare pass blog han or google adsense bhe han please is mai help karn @ZakaWaqar #WaqarZaka #Bitcoin !","Hindi"
"I planned on layin down all day haven't had any decent sleep but win my mama say som bout food r clothes I'm Up :)","English"
"Usske pass bahaut se phal thaye. Bhaideya drum ke pass gaya to usse ussme se phalon ki khushboo aa rahi thee.","Hindi"
"Tv khol liya *Mun pe hath rakhne wala emoji* AB JALDI FAISLA DO Supreme Court  Prhna bhi haiii","Hindi"
"I'm really sick of paying $50 a month for cable when I don't even fucking watch TV.","English"
"maharshi ne titaharee se isaka kaaran poochha .","Hindi"
"You should check this site out if you want 100 followers a day http://tinyurl.com/yllcpr5 .","English"
"i found lots of card for me. and reading cards never fail to make me tear up","English"
"Ye toh acha hua India ne toss Jeet ke pehle batting ki nahi toh jis Raftaar se Pakistani Khel Rahe hai hm #ShubmanGill","Hindi"
"Theres sum Kim lady following me on Twitter now... *puts on Inspector Gadget pants*","English"
"RT @jasonterry31 & @D_Will_8_4real Tix,Jersey & Sneaker GIVEAWAY! U MUST follow us both & RT this msg,whoever RTs the most WINS! #JET31 233","English"
"Hum Banjaron Ki Baat Mat Puchho Ji","Hindi"
"Jitni taklif garib Ko Hui #notebandi aur #GST se shayad hi kisi Ko Hui.... Footbath par sone Wale majdoor bhukhe soye.. #bhakto Ko nahi dikhaega","Hindi"
"SAVE $10.02 - VIGOSS Deconstructed Womens Shorts $14.97 http://dealnay.com/133042 #shorts #deal","English"
"Phr jangir tareen na iahal ho gya ab PTI ghareeb ho jaya gi Supreme Court","Hindi"
"Just ate some thai food,caught up on Gossip Girl, and now watching Taken","English"
"Reading: ""Canada Card World - The Blog: Fall Sports Card and Memorabilia Expo 2009"" (http://twitthis.com/ywwmxl)","English"
"Ho jata Hai Pyar","Hindi"
"RT: @ForkintheRoadVV [Will] we be the very last to comment on bill's bar & burger, and it ain't pretty http://tinyurl.com/ya3t3t9","English"
"hooow am i supposed to learn anything when my damn teacher doesnt even know how to do the problem i need help on! ugh","English"
"You'll hold my shit for 5-7 days, but can't hold your shit for less than 24 hours. Stoops.","English"
"tau kali aku ganteng?? RT @arian_ariandy: Gitu deh!! Tau kan!! Hahahahaiii..RT @fajarkurniawan: iki ki podo ngopo jhe??RT","English"
"RT @MarvinTowler: The teacher must remain the student if the teacher is to grow. ~ Emmanuel","English"
"kisee bhee saphal vyakti ke jeevan se dekhe chaahe vo amitaabh bachchan ya dheeru bhaee ambaanee.","Hindi"
"Ramzaade Jeet rahe hain , ab #Holi par DJ par ban nahi hoga.","Hindi"
"kabhee bhee pareshaaniyon ke aage mat jhuko hamesha aage badhane ka prayaas karo zindagee vo nahin jo hamen milee hai zindagee vo hai jo ham ise banaate hain.","Hindi"
"Weh pani ki talash mein bahaut door tak udta raha, parantu kahin bhi usse pani nahi mila.","Hindi"
"my day just got better i love it when that happens","English"
"For Her: Women Watch Selfwind Skeleton Coffee Leather Band Gift http://bit.ly/1o0HZb","English"
"li-li-li-istening to la-la-la-dy gaggagga! REMIXES!","English"
"we're in LA, celebrating birthdays, basking in the beautiful weather and having a great time. weather is PERFECT - 80s, windy,sunny.","English"
"Madam jara bhakto ko #GST ke bare me detail se batao sayad aankhe khul jaaye.","Hindi"
"i have my eye on the motorola droid...","English"
"He better be sick, hurt or dying to not be replying to my msgs and calls when you see this tweet u better make a real good excuse b4 u call","English"
"i wish you could see how much i've changed, and how every bit of it would have been for you, if only you had loved me tooo, (:","English"
"Wo @narendramodi nahi hai jo sabka Vikas karne lag jae bina vote pae*","Hindi"
"GALERA, FOLLOW &gt;&gt; @LoversFeDevito @LoversFeDevito @LoversFeDevito @LoversFeDevito &lt;&lt;&lt; ÃƒÆ’Ã¢â‚¬Â¢/","English"
